id,stratum,is_prediction,is_checkable,is_sarcastic,is_conditional,direction,domain,horizon,stance_vs_thread,certainty,specificity,subject_text,labeler,notes
17391148,uniform,0,,,,,,,,,,,anthony,
8236298,enriched,0,,,,,,,,,,,anthony,"quoted spec steps, not a forecast"
18204938,uniform,0,,,,,,,,,,,anthony,
13330322,uniform,1,,,,,,,,,,,anthony,They will not be part of any adtech renaissance
14670774,uniform,0,,,,,,,,,,,anthony,
2038912,enriched,1,,,,,,,,,,,anthony,It will probably be hard to scale indefinitely
7282947,uniform,0,,,,,,,,,,,anthony,"personal to-do, not a forecast"
17792596,uniform,0,,,,,,,,,,,anthony,
8914856,uniform,0,,,,,,,,,,,anthony,
10297725,uniform,0,,,,,,,,,,,anthony,
2439258,uniform,0,,,,,,,,,,,anthony,
1396478,uniform,0,,,,,,,,,,,anthony,
8498171,uniform,0,,,,,,,,,,,anthony,
16281505,uniform,0,,,,,,,,,,,anthony,
5205797,uniform,0,,,,,,,,,,,anthony,
15335372,uniform,0,,,,,,,,,,,anthony,
10921995,uniform,0,,,,,,,,,,,anthony,
1452578,enriched,0,,,,,,,,,,,anthony,"Analogy hypothetical, not a forecast"
8786009,enriched,1,,,,,,,,,,,anthony,"Only if we get very, very lucky"
5863961,uniform,0,,,,,,,,,,,anthony,
4114921,uniform,0,,,,,,,,,,,anthony,"Current AWS behavior, not a later event"
15076808,uniform,0,,,,,,,,,,,anthony,
18981970,uniform,0,,,,,,,,,,,anthony,
11301694,uniform,0,,,,,,,,,,,anthony,
9412866,uniform,0,,,,,,,,,,,anthony,
2231496,uniform,1,,,,,,,,,,,anthony,they'll pass the 30% down to user
18208877,enriched,0,,,,,,,,,,,anthony,"Standing cost pattern, not a forecast"
2910971,enriched,0,,,,,,,,,,,anthony,"Personal study advice, not a trend"
6871760,uniform,0,,,,,,,,,,,anthony,
15784693,enriched,0,,,,,,,,,,,anthony,we will drop next time on stocks | review: says the drop cannot be predicted
11635215,enriched,0,,,,,,,,,,,anthony,"Current product behavior, not a forecast"
5660757,enriched,0,,,,,,,,,,,anthony,"Code-review claim, not a trend"
11317357,enriched,1,,,,,,,,,,,anthony,aren't going to score points with the jurors
12955599,uniform,0,,,,,,,,,,,anthony,
13288548,uniform,0,,,,,,,,,,,anthony,
2199212,enriched,0,,,,,,,,,,,anthony,"This summer, or No, it won't | review: reports the event answer, does not forecast"
1217776,uniform,0,,,,,,,,,,,anthony,
16830321,uniform,0,,,,,,,,,,,anthony,
14467923,uniform,0,,,,,,,,,,,anthony,
6116928,uniform,0,,,,,,,,,,,anthony,
19485523,uniform,0,,,,,,,,,,,anthony,"Quotes parent forecast, does not endorse"
13600784,uniform,0,,,,,,,,,,,anthony,
4669996,uniform,0,,,,,,,,,,,anthony,
6766933,uniform,0,,,,,,,,,,,anthony,
6340655,enriched,1,,,,,,,,,,,anthony,public computers will have a whole list
18318203,enriched,1,,,,,,,,,,,anthony,Users simply won't pay
5523794,enriched,0,,,,,,,,,,,anthony,"General cost comparison, not a forecast"
15053508,uniform,0,,,,,,,,,,,anthony,
12842996,uniform,0,,,,,,,,,,,anthony,
11423036,enriched,0,,,,,,,,,,,anthony,"Counterfactual hiring, not a forecast"
12039438,uniform,0,,,,,,,,,,,anthony,
9095736,enriched,1,,,,,,,,,,,anthony,Quantum computers will never work
21455707,uniform,0,,,,,,,,,,,anthony,
9086905,uniform,1,,,,,,,,,,,anthony,appears poised to eclipse psychology completely
763012,uniform,0,,,,,,,,,,,anthony,
6662233,uniform,0,,,,,,,,,,,anthony,
4455065,uniform,0,,,,,,,,,,,anthony,
4144417,uniform,0,,,,,,,,,,,anthony,
14909082,uniform,0,,,,,,,,,,,anthony,
15020566,uniform,0,,,,,,,,,,,anthony,"one donor's planned bequest, not a trend"
16308316,uniform,0,,,,,,,,,,,anthony,
2903513,uniform,0,,,,,,,,,,,anthony,
1851110,enriched,1,,,,,,,,,,,anthony,people are going to take any drugs once they're approved
13680879,uniform,0,,,,,,,,,,,anthony,
21433059,uniform,0,,,,,,,,,,,anthony,"quotes others' insult, not own forecast"
4388275,uniform,0,,,,,,,,,,,anthony,
11590598,uniform,0,,,,,,,,,,,anthony,
3854063,uniform,0,,,,,,,,,,,anthony,
19771269,uniform,0,,,,,,,,,,,anthony,
16485136,uniform,0,,,,,,,,,,,anthony,personal plans and habitual client behavior
15838685,enriched,1,,,,,,,,,,,anthony,That will be a waste of everyone's time and money
19166979,enriched,0,,,,,,,,,,,anthony,"quotes parent phrase, makes no forecast"
8295347,enriched,1,,,,,,,,,,,anthony,bubble that will pop when interest types rise
12236565,uniform,0,,,,,,,,,,,anthony,
808068,uniform,0,,,,,,,,,,,anthony,
21606100,uniform,1,,,,,,,,,,,anthony,There will be no markets if civilization collapses
20716149,uniform,0,,,,,,,,,,,anthony,
8123922,uniform,0,,,,,,,,,,,anthony,
15475389,enriched,0,,,,,,,,,,,anthony,"closing-process reaction, not a market forecast"
21030934,uniform,0,,,,,,,,,,,anthony,
5283269,uniform,0,,,,,,,,,,,anthony,
13503787,uniform,0,,,,,,,,,,,anthony,does not claim whether it will survive
6258066,uniform,0,,,,,,,,,,,anthony,
15637374,uniform,1,,,,,,,,,,,anthony,unlikely that analyzing monopolys' data will explain
19891870,uniform,0,,,,,,,,,,,anthony,"grammar example, not a forecast"
7813459,enriched,0,,,,,,,,,,,anthony,"personal curiosity, no forecast"
16899865,uniform,0,,,,,,,,,,,anthony,
8442785,enriched,0,,,,,,,,,,,anthony,"hope, not a claimed forecast"
14773647,uniform,1,,,,,,,,,,,anthony,vast majority of issues will arise from software defects
8885534,uniform,0,,,,,,,,,,,anthony,
20738901,enriched,1,,,,,,,,,,,anthony,will be put at a competitive disadvantage
9290306,uniform,0,,,,,,,,,,,anthony,"existing tool behavior, not forecast"
4320017,enriched,1,,,,,,,,,,,anthony,we'll see alumni fostering communities
2211238,enriched,0,,,,,,,,,,,anthony,wonders if NYT is unsure
13667909,uniform,0,,,,,,,,,,,anthony,
5542372,enriched,1,,,,,,,,,,,anthony,effect is probably reasonably limited
6468657,uniform,0,,,,,,,,,,,anthony,
12751865,uniform,0,,,,,,,,,,,anthony,
3605031,enriched,0,,,,,,,,,,,anthony,"question, no claim"
7820830,uniform,1,,,,,,,,,,,anthony,happens without fail within the first three years
18648821,uniform,0,,,,,,,,,,,anthony,
15680486,enriched,1,,,,,,,,,,,anthony,town itself will probably just use the typical suburban sprawl model
1213936,uniform,0,,,,,,,,,,,anthony,going to work means commuting
11067051,uniform,0,,,,,,,,,,,anthony,
9852726,uniform,0,,,,,,,,,,,anthony,
4982579,enriched,1,,,,,,,,,,,anthony,big pharma will jump on the opportunities
9713044,uniform,0,,,,,,,,,,,anthony,"rhetorical question, no claim"
8194224,uniform,0,,,,,,,,,,,anthony,
2961085,uniform,0,,,,,,,,,,,anthony,
20062099,uniform,0,,,,,,,,,,,anthony,
6831501,enriched,1,,,,,,,,,,,anthony,per unit cost will fall below $2000 within few years
5760472,enriched,1,,,,,,,,,,,anthony,entrepreneurs will be able to take flight
6597489,enriched,0,,,,,,,,,,,anthony,"personal skill, not a trend"
9054911,uniform,0,,,,,,,,,,,anthony,
20734645,uniform,0,,,,,,,,,,,anthony,
581488,uniform,0,,,,,,,,,,,anthony,
10848017,uniform,0,,,,,,,,,,,anthony,
2774286,uniform,0,,,,,,,,,,,anthony,
3187001,enriched,0,,,,,,,,,,,anthony,"Reports a fear, not speaker's forecast"
16223492,enriched,0,,,,,,,,,,,anthony,"Math guarantee, not a temporal forecast"
13432434,uniform,0,,,,,,,,,,,anthony,
2511775,enriched,0,,,,,,,,,,,anthony,"Cites others' expectations, not own forecast"
6537452,uniform,0,,,,,,,,,,,anthony,
17296531,enriched,0,,,,,,,,,,,anthony,
11346991,enriched,0,,,,,,,,,,,anthony,"Hypothetical physics, not a real forecast"
12935389,uniform,0,,,,,,,,,,,anthony,
20285818,enriched,1,,,,,,,,,,,anthony,Companies will just buy closed software instead
16751174,enriched,0,,,,,,,,,,,anthony,Will is inside a rejected analogy
21727436,uniform,0,,,,,,,,,,,anthony,
13208234,enriched,1,,,,,,,,,,,anthony,So that will not be affected.
6202409,uniform,0,,,,,,,,,,,anthony,
938237,enriched,0,,,,,,,,,,,anthony,"Personal learning advice, out of scope"
18452106,uniform,0,,,,,,,,,,,anthony,
12485843,enriched,0,,,,,,,,,,,anthony,going to Mars names a destination
575693,enriched,0,,,,,,,,,,,anthony,"Joke about a fake tweet, not a forecast"
17295494,uniform,0,,,,,,,,,,,anthony,
3764571,enriched,0,,,,,,,,,,,anthony,"Design critique of pagination, not a forecast"
17395416,uniform,0,,,,,,,,,,,anthony,
10614356,uniform,0,,,,,,,,,,,anthony,
8047249,uniform,0,,,,,,,,,,,anthony,
14256914,uniform,0,,,,,,,,,,,anthony,
16346703,uniform,0,,,,,,,,,,,anthony,
13380344,uniform,0,,,,,,,,,,,anthony,
2146594,enriched,0,,,,,,,,,,,anthony,"Describes ranking mechanic, not a forecast"
7728169,uniform,0,,,,,,,,,,,anthony,
5749757,uniform,0,,,,,,,,,,,anthony,
18906353,uniform,0,,,,,,,,,,,anthony,
10010177,enriched,0,,,,,,,,,,,anthony,Will that help is a question
9513329,uniform,0,,,,,,,,,,,anthony,"personal hope, not a scoped forecast"
7405780,uniform,0,,,,,,,,,,,anthony,
4161758,uniform,0,,,,,,,,,,,anthony,
5405604,enriched,0,,,,,,,,,,,anthony,"feature's effect, not a forecast"
594270,uniform,0,,,,,,,,,,,anthony,
12796158,enriched,0,,,,,,,,,,,anthony,"habitual metaphor, not a later forecast"
19315539,enriched,0,,,,,,,,,,,anthony,describes current plan rules
6035017,uniform,0,,,,,,,,,,,anthony,
4706281,uniform,0,,,,,,,,,,,anthony,
6173150,uniform,0,,,,,,,,,,,anthony,
2270266,uniform,0,,,,,,,,,,,anthony,
2800590,uniform,0,,,,,,,,,,,anthony,
1298551,uniform,0,,,,,,,,,,,anthony,
21422374,enriched,0,,,,,,,,,,,anthony,
20617549,enriched,1,,,,,,,,,,,anthony,"if history is anything to go by, unfortunately will get abused"
19942282,uniform,0,,,,,,,,,,,anthony,personal demand for proof
9046463,uniform,0,,,,,,,,,,,anthony,
17481751,enriched,0,,,,,,,,,,,anthony,"cites others' belief, not own forecast"
3191925,uniform,0,,,,,,,,,,,anthony,
17368036,uniform,0,,,,,,,,,,,anthony,
21133891,enriched,1,,,,,,,,,,,anthony,"If Go's wants to stay relevant it will eventually grow such features, no matter what."
16210207,uniform,0,,,,,,,,,,,anthony,
8377144,uniform,0,,,,,,,,,,,anthony,
21279928,uniform,0,,,,,,,,,,,anthony,
17103339,enriched,0,,,,,,,,,,,anthony,"personal to-do, not a forecast"
4425348,uniform,0,,,,,,,,,,,anthony,
17949490,uniform,0,,,,,,,,,,,anthony,"general claim, not a later forecast"
8895560,uniform,0,,,,,,,,,,,anthony,
2477920,uniform,0,,,,,,,,,,,anthony,
13333385,uniform,1,,,,,,,,,,,anthony,"requirement, not an outcome forecast | review: hedged claim Social Security could fail"
19640335,uniform,0,,,,,,,,,,,anthony,
6459040,uniform,0,,,,,,,,,,,anthony,
19956359,uniform,0,,,,,,,,,,,anthony,
21422036,uniform,1,,,,,,,,,,,anthony,it will run into that ol' leverage chestnut
19959404,uniform,0,,,,,,,,,,,anthony,
13628833,uniform,0,,,,,,,,,,,anthony,"habitual consumer type, not a future claim"
1687797,uniform,0,,,,,,,,,,,anthony,
15130490,uniform,0,,,,,,,,,,,anthony,
8509261,uniform,0,,,,,,,,,,,anthony,
2291691,uniform,0,,,,,,,,,,,anthony,
7701495,enriched,1,,,,,,,,,,,anthony,damage it will do to capitalism if their customers have no option to leave
12969073,enriched,1,,,,,,,,,,,anthony,initial differences will perpetuate themselves for an indefinately long time
15021290,uniform,0,,,,,,,,,,,anthony,
13384368,uniform,0,,,,,,,,,,,anthony,
7655931,uniform,0,,,,,,,,,,,anthony,
11912287,enriched,0,,,,,,,,,,,anthony,"purchase criterion, not a market forecast"
6391123,enriched,0,,,,,,,,,,,anthony,repeats heard suggestion without endorsing
21527136,uniform,0,,,,,,,,,,,anthony,
5408883,uniform,0,,,,,,,,,,,anthony,
8999612,uniform,0,,,,,,,,,,,anthony,
18791773,uniform,0,,,,,,,,,,,anthony,
17459026,enriched,0,,,,,,,,,,,anthony,"personal incomprehension, not scoped forecast"
5993843,uniform,0,,,,,,,,,,,anthony,
1799616,uniform,0,,,,,,,,,,,anthony,
5057003,uniform,0,,,,,,,,,,,anthony,
2686802,enriched,0,,,,,,,,,,,anthony,"habitual behavior, not a future outcome"
15941956,uniform,1,,,,,,,,,,,anthony,Trump will of course be reelected in 2020.
19284678,uniform,0,,,,,,,,,,,anthony,
2073990,uniform,0,,,,,,,,,,,anthony,
9894659,uniform,0,,,,,,,,,,,anthony,
16939822,uniform,0,,,,,,,,,,,anthony,
13580632,uniform,0,,,,,,,,,,,anthony,
15640139,enriched,1,,,,,,,,,,,anthony,the usual German contenders will build electric cars every bit as quick
13525318,enriched,0,,,,,,,,,,,anthony,"describes current green-card procedure, not a forecast"
5680157,uniform,0,,,,,,,,,,,anthony,
3186956,uniform,0,,,,,,,,,,,anthony,
7907473,uniform,0,,,,,,,,,,,anthony,
2367562,uniform,0,,,,,,,,,,,anthony,
14781425,uniform,0,,,,,,,,,,,anthony,
10075231,uniform,0,,,,,,,,,,,anthony,
5783077,uniform,0,,,,,,,,,,,anthony,
2146265,uniform,0,,,,,,,,,,,anthony,
9632166,uniform,1,,,,,,,,,,,anthony,that'll always be more functional and easier to use than any desktop linux
5575603,uniform,0,,,,,,,,,,,anthony,
13367942,uniform,0,,,,,,,,,,,anthony,
18254279,uniform,0,,,,,,,,,,,anthony,
5255081,uniform,0,,,,,,,,,,,anthony,
17528775,uniform,1,,,,,,,,,,,anthony,this might actually become feasible
3405640,enriched,0,,,,,,,,,,,anthony,"question about app capability, not a forecast"
20643508,uniform,0,,,,,,,,,,,anthony,"personal investment plan, not a market forecast"
8359255,uniform,0,,,,,,,,,,,anthony,
10346053,uniform,0,,,,,,,,,,,anthony,
20883609,uniform,0,,,,,,,,,,,anthony,
11059945,uniform,0,,,,,,,,,,,anthony,"describes a racist's motive, not a forecast"
1070896,enriched,1,,,,,,,,,,,anthony,no one is ever going to be going to work and working all day on their iPhone
13593887,enriched,0,,,,,,,,,,,anthony,"describes FedEx program mechanics, not a forecast"
10933533,uniform,0,,,,,,,,,,,anthony,
21495439,uniform,0,,,,,,,,,,,anthony,
20913863,enriched,1,,,,,,,,,,,anthony,"personal product todo, not a forecast | review: claims own product will be finished and solid"
10605885,uniform,0,,,,,,,,,,,anthony,
3644932,enriched,0,,,,,,,,,,,anthony,"question about rumored laptop, not an assertion"
6112742,uniform,0,,,,,,,,,,,anthony,
14600839,enriched,1,,,,,,,,,,,anthony,"no matter what the tools, there will be collateral damage"
16848500,uniform,0,,,,,,,,,,,anthony,"design principle about incentives, not a forecast"
11252789,enriched,1,,,,,,,,,,,anthony,otherwise it won't be able to survive
7146132,uniform,0,,,,,,,,,,,anthony,"tool capability description, not a forecast"
9087467,uniform,0,,,,,,,,,,,anthony,
12205247,uniform,1,,,,,,,,,,,anthony,"bandwidth comparison and hypothetical, not a forecast | review: conditional claim prices would keep rising"
631410,uniform,0,,,,,,,,,,,anthony,
19289781,uniform,0,,,,,,,,,,,anthony,
7735409,uniform,0,,,,,,,,,,,anthony,
19569730,enriched,1,,,,,,,,,,,anthony,there will always be someone willing to sell off some capacity
7358627,uniform,0,,,,,,,,,,,anthony,
10855235,uniform,0,,,,,,,,,,,anthony,
7467252,uniform,0,,,,,,,,,,,anthony,"immediate UI reading critique, not a forecast"
21520789,uniform,0,,,,,,,,,,,anthony,
15001606,uniform,0,,,,,,,,,,,anthony,
13965476,enriched,0,,,,,,,,,,,anthony,"personal career advice, not a scoped forecast"
12904104,uniform,0,,,,,,,,,,,anthony,
19529008,uniform,0,,,,,,,,,,,anthony,
6065977,enriched,0,,,,,,,,,,,anthony,"reports others' beliefs, not own forecast"
